patch_id,label,loss_percentage,tree_cover_percentage,loss_year,gain_percentage
patch_003017,0,0.0,99.5,0,0.0
patch_003018,0,0.0,99.23,0,0.0
patch_003019,0,0.0,98.87,0,0.0
patch_003020,0,0.0,99.38,0,0.0
patch_003021,0,0.0,98.67,0,0.0
patch_003022,1,0.513,98.25,2005,0.012
patch_003023,1,0.0733,91.3,2024,0.0
patch_003024,1,37.1854,86.59,2022,0.0
patch_003025,1,11.6528,81.4,2021,0.0
patch_003026,1,40.36,79.11,2020,0.0716
patch_003027,1,46.4612,72.65,2019,0.0477
patch_003028,1,25.5381,71.34,2024,0.0716
patch_003029,1,8.5661,86.74,2024,0.0
patch_003030,1,11.3831,81.67,2024,0.0
patch_003031,1,51.9874,80.61,2021,0.0
patch_003032,1,22.3202,80.48,2020,0.0
patch_003033,1,32.3354,91.53,2010,0.0477
patch_003034,1,4.0188,92.8,2010,0.0
patch_003035,1,2.2455,93.04,2020,0.0015
patch_003036,1,45.6548,93.75,2018,0.0716
patch_003037,1,64.1825,92.49,2016,0.5758
patch_003038,1,21.617,90.45,2017,0.849
patch_003039,1,38.805,93.27,2016,0.0477
patch_003040,1,60.269,74.98,2021,0.0
patch_003041,1,69.9793,79.54,2005,0.2624
patch_003042,1,71.1223,89.3,2021,0.9513
patch_003043,1,49.0949,82.05,2021,0.0239
patch_003044,1,46.4806,70.89,2017,0.2624
patch_003046,1,33.7295,88.06,2017,4.7744
patch_003047,1,27.1211,76.39,2016,1.1482
patch_003048,1,31.5979,53.39,2003,0.167
patch_003049,1,39.4367,71.84,2019,0.0477
patch_003050,1,37.5715,59.68,2016,0.1193
patch_003051,1,35.2497,56.16,2008,0.6441
patch_003052,1,12.6067,57.59,2016,0.173
patch_003053,1,49.6681,64.2,2001,0.4533
patch_003055,1,31.4663,76.77,2004,0.0
patch_003056,1,21.8359,79.43,2025,0.0
patch_003057,1,33.5414,81.95,2004,0.0477
patch_003058,1,32.2924,52.31,2004,1.002
patch_003060,1,66.0238,75.72,2003,2.004
patch_003062,1,41.2551,54.96,2016,3.9491
patch_003063,1,26.0022,55.98,2001,3.2166
patch_003064,1,49.3101,67.41,2002,0.1909
patch_003066,1,14.641,71.26,2017,0.4772
patch_003067,1,19.2606,76.98,2016,0.2624
patch_003069,1,36.4111,48.93,2004,1.5269
patch_003070,1,63.909,83.97,2002,0.6919
patch_003071,1,62.6912,74.16,2002,0.0716
patch_003072,1,26.3285,68.78,2002,0.0477
patch_003073,1,48.8965,63.23,2004,0.0716
patch_003074,1,53.626,62.31,2004,0.0239
patch_003075,1,29.8169,71.99,2022,0.0
patch_003076,1,55.6878,95.03,2004,0.1193
patch_003079,1,55.7349,56.6,2004,0.2863
patch_003080,1,60.5714,65.6,2002,0.0
patch_003081,1,52.3294,86.07,2007,0.0
patch_003083,1,27.7297,91.83,2007,0.0
patch_003084,1,31.5796,90.19,2009,0.0954
patch_003085,1,26.5882,93.92,2005,0.0477
patch_003086,1,41.7154,96.86,2004,0.0954
patch_003087,1,42.9638,87.06,2002,0.5427
patch_003088,1,22.2716,81.6,2002,0.9156
patch_003091,1,45.8584,91.23,2002,0.0239
patch_003092,1,11.9794,75.12,2002,0.0239
patch_003093,1,3.3932,83.2,2011,0.0
patch_003094,1,18.7267,91.46,2004,4.2971
patch_003096,1,30.4792,61.24,2002,0.1909
patch_003097,1,51.1949,63.9,2004,0.0716
patch_003106,1,27.1632,71.7,2012,0.0477
patch_003107,1,60.6483,94.0,2012,0.0
patch_003108,1,61.068,92.46,2006,0.2386
patch_003109,1,36.5946,72.57,2003,0.0
patch_003112,1,28.9773,63.56,2004,0.3579
patch_003113,1,19.7079,58.09,2006,0.0716
patch_003115,1,12.0059,59.62,2010,0.0
patch_003116,1,7.3925,81.73,2002,4.3956
patch_003117,1,22.0738,75.26,2017,1.4077
patch_003118,1,53.5256,74.38,2018,0.2386
patch_003119,1,23.8192,94.57,2017,0.0239
patch_003120,1,25.1088,67.84,2017,0.4503
patch_003121,1,38.2585,87.02,2019,1.4108
patch_003122,1,54.0569,74.25,2019,10.6322
patch_003123,1,39.5729,91.49,2017,0.4172
patch_003124,1,51.8094,94.72,2016,0.3102
patch_003125,1,51.7101,89.21,2016,0.668
patch_003126,1,60.4132,84.52,2018,0.7158
patch_003127,1,4.8144,96.45,2016,0.0239
patch_003128,1,0.501,98.12,2021,0.167
patch_003129,1,28.1789,82.92,2016,2.1173
patch_003130,1,26.4232,48.6,2015,0.0385
patch_003131,1,26.5018,96.73,2014,1.2398
patch_003132,1,28.545,99.92,2011,0.0
patch_003133,1,59.5923,89.24,2016,0.0507
patch_003134,1,49.6827,88.23,2022,1.0766
patch_003135,1,12.1482,92.62,2011,0.2863
patch_003136,1,32.3853,98.62,2004,0.1909
patch_003137,1,26.1769,87.1,2008,0.6083
patch_003138,1,12.544,84.9,2017,0.0954
patch_003139,1,47.9117,99.81,2019,0.0239
patch_003140,1,86.1756,99.82,2019,0.0
patch_003141,1,73.8475,99.8,2018,0.0
patch_003142,1,55.7563,99.45,2017,0.0
patch_003143,1,44.8812,99.71,2018,0.0
patch_003144,1,45.0359,98.3,2018,0.0
patch_003145,1,81.3709,99.92,2004,0.0239
patch_003146,1,5.0116,99.92,2004,0.0
patch_003147,0,0.0,100.0,0,0.0
patch_003148,1,0.0716,99.81,2012,0.0
patch_003149,0,0.0,99.49,0,0.0
patch_003150,0,0.0,99.18,0,0.0
patch_003151,1,0.0716,99.09,2012,0.0
patch_003152,1,7.703,98.92,2009,0.0
patch_003153,1,3.8018,94.92,2009,0.0
patch_003154,0,0.0,96.84,0,0.0
patch_003155,0,0.0,95.9,0,0.0
patch_003156,0,0.0,95.41,0,0.0239
patch_003157,1,0.0239,61.42,2002,0.0
patch_003158,1,0.0239,73.29,2004,0.0
patch_003159,0,0.0,87.05,0,0.0
patch_003160,0,0.0,80.37,0,0.0
patch_003161,0,0.0,80.4,0,0.0
patch_003162,0,0.0,84.11,0,0.0
patch_003163,1,0.0239,90.43,2010,0.0
patch_003164,0,0.0,80.72,0,0.0
patch_003165,1,0.0239,70.63,2009,0.0
patch_003166,0,0.0,75.85,0,0.0
patch_003167,0,0.0,78.75,0,0.0
patch_003168,0,0.0,92.69,0,0.0
patch_003170,1,52.3983,81.57,2002,0.4563
patch_003171,1,13.7874,50.71,2018,0.3817
patch_003172,1,29.8641,76.27,2024,0.0
patch_003173,1,56.7958,78.41,2020,3.6122
patch_003174,1,81.0426,79.39,2016,3.8814
patch_003175,1,58.8478,84.28,2024,0.6203
patch_003176,1,44.0113,83.53,2024,0.2147
patch_003177,1,74.5467,92.58,2001,0.3997
patch_003178,1,83.0333,82.51,2023,0.0
patch_003179,1,67.7416,77.91,2024,0.0
patch_003180,1,1.5309,88.67,2024,0.0
patch_003181,0,0.0,89.28,0,0.0
patch_003182,0,0.0,98.24,0,0.0
patch_003183,0,0.0,98.76,0,0.0
patch_003184,0,0.0,96.06,0,0.0
patch_003185,0,0.0,86.83,0,0.0
patch_003186,1,0.0954,58.44,2012,0.0
patch_003187,0,0.0,51.67,0,0.0
patch_003188,0,0.0,54.01,0,0.0
patch_003189,0,0.0,50.86,0,0.0
patch_003190,1,0.0477,52.08,2010,0.0
patch_003191,0,0.0,72.37,0,0.0
patch_003193,1,51.3974,88.37,2001,0.6919
patch_003194,1,69.1256,86.61,2003,1.4475
patch_003195,1,39.3604,66.41,2022,0.3261
patch_003196,1,40.667,96.95,2001,0.0
patch_003197,1,68.0116,78.36,2002,1.694
patch_003199,1,81.1604,94.54,2002,4.4582
patch_003200,1,6.584,78.3,2013,2.0555
patch_003201,1,1.9168,79.0,2020,0.0
patch_003203,1,27.6082,82.16,2002,0.9329
patch_003204,1,78.4744,87.43,2002,3.2422
patch_003205,1,82.1066,97.96,2002,0.4677
patch_003206,1,24.4465,91.0,2003,2.8602
patch_003207,1,1.3003,85.08,2020,0.0
patch_003208,1,0.0716,99.14,2012,0.0239
patch_003209,0,0.0,99.61,0,0.0
patch_003210,0,0.0,99.9,0,0.0
patch_003211,0,0.0,99.87,0,0.0
patch_003212,0,0.0,99.56,0,0.0
patch_003213,1,0.2117,98.18,2014,0.0
patch_003214,1,0.4295,89.26,2014,0.0
patch_003215,0,0.0,99.43,0,0.0
patch_003216,0,0.0,99.64,0,0.0
patch_003217,0,0.0,99.74,0,0.0
patch_003218,1,0.6681,99.78,2012,0.0
patch_003219,0,0.0,99.68,0,0.0
patch_003220,0,0.0,99.38,0,0.0
patch_003221,0,0.0,99.5,0,0.0
patch_003222,1,0.2624,99.71,2017,0.0
patch_003223,0,0.0,99.7,0,0.0
patch_003224,0,0.0,99.58,0,0.0
patch_003225,0,0.0,99.78,0,0.0
patch_003226,0,0.0,99.11,0,0.0
patch_003227,0,0.0,99.69,0,0.0
patch_003228,0,0.0,99.7,0,0.0
patch_003229,0,0.0,99.69,0,0.0
patch_003230,0,0.0,99.61,0,0.0
patch_003231,0,0.0,99.66,0,0.0
patch_003232,0,0.0,99.5,0,0.0
patch_003233,0,0.0,99.41,0,0.0
patch_003234,0,0.0,99.43,0,0.0
patch_003235,0,0.0,99.49,0,0.0
patch_003236,0,0.0,99.34,0,0.0
patch_003237,0,0.0,99.42,0,0.0
patch_003238,0,0.0,99.03,0,0.0
patch_003239,1,2.21,96.81,2025,0.7158
patch_003240,1,0.7425,98.14,2010,0.0
patch_003241,1,1.2524,99.06,2023,0.0
patch_003242,0,0.0,99.39,0,0.0
patch_003243,0,0.0,99.41,0,0.0
patch_003244,0,0.0,98.84,0,0.0239
patch_003245,0,0.0,99.27,0,0.0
patch_003246,0,0.0,99.28,0,0.0
patch_003247,0,0.0,99.28,0,0.0
patch_003248,0,0.0,99.4,0,0.0
patch_003249,1,0.5249,99.58,2023,0.0
patch_003250,1,7.3877,99.22,2017,0.0
patch_003251,1,6.2123,98.48,2017,0.0
patch_003252,1,21.5922,94.83,2019,0.0716
patch_003253,1,27.3023,92.17,2024,0.0603
patch_003254,1,36.5714,92.15,2008,0.0408
patch_003255,1,40.7942,89.57,2019,0.3621
patch_003256,1,37.2787,91.25,2010,0.5145
patch_003257,1,41.0719,83.31,2024,0.0239
patch_003258,1,17.4888,78.71,2021,0.0
patch_003259,1,58.8753,76.6,2020,0.0
patch_003260,1,57.4565,83.89,2017,0.0447
patch_003261,1,51.7282,88.04,2019,0.0686
patch_003262,1,3.2287,88.25,2020,0.0
patch_003263,0,0.0,76.88,0,0.0
patch_003264,1,49.6748,78.45,2017,0.0
patch_003265,1,72.7426,89.82,2002,5.6341
patch_003266,1,63.9072,88.82,2001,0.2306
patch_003267,1,56.087,85.82,2002,0.5249
patch_003268,1,56.3703,71.89,2016,0.0
patch_003269,1,64.9253,74.32,2009,0.167
patch_003270,1,53.3618,77.69,2024,0.8142
patch_003271,1,58.7966,63.69,2022,0.0
patch_003272,1,24.1959,50.73,2022,0.6204
patch_003274,1,24.3573,48.7,2022,0.5818
patch_003275,1,21.9837,59.65,2022,0.0417
patch_003276,1,13.7725,52.03,2017,0.4056
patch_003277,1,39.7022,77.94,2020,0.2386
patch_003278,1,36.7971,64.83,2016,0.2624
patch_003279,1,46.0377,64.94,2006,0.2414
patch_003280,1,8.9064,60.39,2003,0.0745
patch_003283,1,16.894,81.15,2002,0.0509
patch_003284,1,23.2707,69.2,2016,0.4772
patch_003285,1,26.901,85.23,2002,0.334
patch_003286,1,25.181,55.96,2011,0.4981
patch_003288,1,57.2501,84.51,2019,0.429
patch_003290,1,48.257,80.11,2010,2.7506
patch_003291,1,58.6399,85.14,2003,3.8848
patch_003292,1,28.6497,79.45,2002,0.1909
patch_003293,1,19.2829,87.5,2004,1.3918
patch_003294,1,78.6188,85.95,2002,0.8622
patch_003295,1,13.6357,80.33,2017,0.1432
patch_003296,1,45.4311,64.59,2004,0.1909
patch_003297,1,36.8388,60.07,2004,1.9489
patch_003298,1,85.4615,86.7,2002,0.3234
patch_003301,1,37.9586,51.75,2002,0.0716
patch_003303,1,5.6901,83.48,2002,0.0716
patch_003304,1,71.6328,98.22,2004,0.0
patch_003305,1,75.3861,81.95,2002,0.0477
patch_003306,1,73.0258,80.91,2004,0.0
patch_003307,1,81.2101,82.69,2004,0.0
patch_003308,1,88.3394,96.89,2006,0.1432
patch_003309,1,47.955,92.24,2007,0.0924
patch_003310,1,22.1714,92.86,2010,0.0686
patch_003311,1,20.9797,94.37,2010,0.0954
patch_003313,1,48.279,90.67,2016,0.0716
patch_003314,1,82.2962,95.58,2004,0.0239
patch_003315,1,60.2587,96.39,2004,0.1044
patch_003316,1,4.6569,78.08,2017,0.0
patch_003317,1,48.7238,80.72,2002,0.8292
patch_003319,1,6.5502,76.34,2017,0.0
patch_003320,1,17.0176,97.44,2002,0.0
patch_003321,1,0.3046,89.11,2024,0.0
patch_003322,1,12.9317,87.01,2001,1.2884
patch_003324,1,13.6144,86.23,2005,0.1432
patch_003326,1,62.5763,77.5,2001,0.0
patch_003328,1,49.4306,83.2,2001,0.0954
patch_003329,1,25.1223,55.95,2002,0.9427
patch_003331,1,26.3591,69.84,2002,0.0477
patch_003332,1,35.4932,55.23,2002,0.0132
patch_003334,1,40.0803,57.2,2002,0.5249
patch_003335,1,81.9939,85.63,2008,0.0239
patch_003336,1,92.0363,96.59,2012,0.0
patch_003337,1,57.641,90.46,2003,0.0
patch_003338,1,50.8265,94.08,2004,0.0865
patch_003339,1,30.1829,61.03,2019,0.2147
patch_003340,1,69.6926,89.54,2019,0.0477
patch_003341,1,65.1141,93.76,2006,0.0
patch_003342,1,18.633,47.52,2015,1.7148
patch_003344,1,14.2583,56.68,2006,0.1373
patch_003345,1,42.6319,67.98,2004,0.0
patch_003347,1,62.5109,85.0,2017,1.2645
patch_003348,1,51.4551,96.98,2016,0.003
patch_003349,1,78.4068,97.03,2017,0.0477
patch_003350,1,74.2952,97.0,2013,0.0
patch_003351,1,60.5818,94.17,2024,0.4772
patch_003352,1,66.2221,87.83,2004,6.57
patch_003353,1,58.3233,91.09,2014,1.3507
patch_003354,1,43.7042,95.12,2002,0.6442
patch_003355,1,4.0406,95.23,2019,0.1909
patch_003356,1,34.8181,91.93,2023,1.1214
patch_003358,1,30.7623,48.58,2016,1.9398
patch_003359,1,33.3721,97.75,2016,0.4823
patch_003360,1,70.9405,99.35,2011,0.0716
patch_003361,1,80.0282,98.02,2022,0.2147
patch_003362,1,55.469,97.81,2022,0.0477
patch_003367,1,59.5025,99.96,2022,0.0
patch_003368,1,84.4823,99.82,2019,0.0716
patch_003369,1,68.7216,99.8,2019,0.0477
patch_003370,1,4.5429,99.84,2024,0.0
patch_003371,1,23.582,99.88,2020,0.0
patch_003372,1,88.9276,99.89,2017,0.0
patch_003373,1,66.1498,99.62,2018,0.0
patch_003374,1,0.0716,99.93,2011,0.0
patch_003375,0,0.0,99.99,0,0.0
patch_003376,1,0.334,99.71,2012,0.0
patch_003377,0,0.0,99.05,0,0.0
patch_003378,1,0.0291,99.98,2006,0.0
patch_003379,1,0.2152,99.62,2012,0.0
patch_003380,1,0.2147,99.19,2012,0.0
patch_003381,1,2.7169,96.14,2012,0.0
patch_003382,1,0.1133,96.49,2012,0.0
patch_003383,0,0.0,94.76,0,0.0
patch_003384,1,1.4554,97.41,2025,0.0
patch_003385,1,0.0239,96.2,2008,0.0
patch_003386,0,0.0,83.57,0,0.0
patch_003387,0,0.0,47.34,0,0.0
patch_003388,0,0.0,71.32,0,0.0
patch_003389,0,0.0,75.15,0,0.0
patch_003390,0,0.0,46.68,0,0.0
patch_003391,0,0.0,68.77,0,0.0
patch_003392,0,0.0,68.2,0,0.0
patch_003393,0,0.0,82.14,0,0.0
patch_003394,0,0.0,73.32,0,0.0
patch_003395,1,0.0477,59.46,2006,0.0
patch_003396,0,0.0,98.04,0,0.0
patch_003397,1,25.0985,79.02,2022,0.4065
patch_003398,1,23.658,84.83,2022,0.0716
patch_003401,1,52.7035,84.84,2016,0.4236
patch_003402,1,95.8488,70.32,2016,0.003
patch_003403,1,92.3198,69.84,2016,0.1432
patch_003404,1,64.4939,86.45,2016,0.0
patch_003405,1,62.2809,91.98,2023,0.0
patch_003406,1,80.0023,83.07,2024,0.0
patch_003407,1,36.5992,88.32,2024,0.0
patch_003408,1,0.4344,99.08,2024,0.0
patch_003409,0,0.0,99.3,0,0.0
patch_003410,0,0.0,99.88,0,0.0
patch_003411,1,0.0477,99.75,2010,0.0
patch_003412,0,0.0,99.7,0,0.0
patch_003413,0,0.0,95.93,0,0.0
patch_003414,0,0.0,65.65,0,0.0
patch_003415,0,0.0,68.65,0,0.0
patch_003416,0,0.0,53.98,0,0.0
patch_003417,0,0.0,52.31,0,0.0
patch_003418,0,0.0,61.84,0,0.0
patch_003419,1,0.0239,78.7,2012,0.0
patch_003420,1,58.941,64.32,2005,0.5488
patch_003421,1,57.4903,73.2,2022,1.4316
patch_003423,1,42.1231,66.86,2007,0.2068
patch_003424,1,75.8569,79.48,2004,0.0239
patch_003425,1,60.9824,71.13,2004,4.1278
patch_003426,1,67.4013,74.1,2002,0.4056
patch_003427,1,48.9467,97.26,2002,2.5591
patch_003428,1,9.4543,94.81,2001,0.4533
patch_003429,1,0.0319,98.05,2020,0.0
patch_003430,1,0.7223,97.04,2025,0.0
patch_003431,0,0.0,94.65,0,0.0
patch_003433,1,78.574,86.43,2002,4.1171
patch_003434,1,37.2312,98.13,2002,0.5428
patch_003435,1,1.6345,99.92,2019,0.0
patch_003437,0,0.0,98.97,0,0.0
patch_003438,0,0.0,98.75,0,0.0
patch_003439,0,0.0,99.08,0,0.0
patch_003440,1,0.0954,99.51,2005,0.0
patch_003441,1,0.37,95.97,2014,0.0
patch_003442,1,0.5214,90.29,2014,0.0
patch_003443,0,0.0,98.2,0,0.0
patch_003444,0,0.0,99.7,0,0.0
patch_003445,1,0.0477,99.6,2013,0.0
patch_003446,0,0.0,99.72,0,0.0
patch_003447,1,0.0239,99.79,2014,0.0
patch_003448,1,3.561,99.8,2020,0.0
patch_003449,0,0.0,99.73,0,0.0
patch_003450,0,0.0,99.64,0,0.0
patch_003451,0,0.0,99.68,0,0.0
patch_003452,0,0.0,99.79,0,0.0
patch_003453,0,0.0,99.75,0,0.0
patch_003454,0,0.0,99.72,0,0.0
patch_003455,0,0.0,99.09,0,0.0
patch_003456,0,0.0,98.92,0,0.0
patch_003457,1,2.5991,99.63,2008,0.0
patch_003458,1,0.2854,99.67,2008,0.0
patch_003459,0,0.0,99.6,0,0.0
patch_003460,0,0.0,99.5,0,0.0
patch_003461,0,0.0,99.54,0,0.0
patch_003462,0,0.0,99.41,0,0.0
patch_003463,0,0.0,99.49,0,0.0
patch_003464,0,0.0,99.4,0,0.0
patch_003465,0,0.0,99.28,0,0.0
patch_003466,0,0.0,99.04,0,0.0
patch_003467,1,7.5599,98.13,2004,1.0731
patch_003468,1,15.7905,92.81,2023,0.6502
patch_003469,1,18.2416,99.25,2023,0.0
patch_003470,0,0.0,99.7,0,0.0
patch_003471,0,0.0,99.2,0,0.0
patch_003472,0,0.0,99.46,0,0.0
patch_003473,0,0.0,99.22,0,0.0
patch_003474,0,0.0,99.12,0,0.0
patch_003475,0,0.0,98.92,0,0.0
patch_003476,0,0.0,98.89,0,0.0
patch_003477,0,0.0,99.15,0,0.0
patch_003478,1,4.8154,99.25,2017,0.0
patch_003479,1,38.0722,69.71,2002,0.0
patch_003480,1,22.7944,58.39,2022,0.0
patch_003483,1,29.0304,57.15,2001,0.3209
patch_003485,1,52.351,81.9,2008,0.0
patch_003486,1,22.988,73.54,2010,0.3529
patch_003487,1,7.4283,53.54,2001,1.0682
patch_003488,1,23.4219,61.86,2017,1.3341
patch_003489,1,54.5027,74.73,2002,0.3848
patch_003490,1,5.0952,87.96,2016,0.1909
patch_003491,0,0.0,89.88,0,0.0
patch_003492,1,9.1759,72.22,2015,1.0096
patch_003493,1,29.2954,61.15,2002,4.9401
patch_003494,1,34.4355,62.13,2006,0.3102
patch_003495,1,54.9869,85.09,2002,0.5249
patch_003496,1,52.517,78.57,2002,0.2148
patch_003497,1,40.8852,55.86,2010,0.2565
patch_003498,1,32.6888,66.71,2019,0.1323
patch_003499,1,25.6555,59.95,2009,0.0189
patch_003500,1,14.6472,60.03,2017,0.3818
patch_003501,1,19.5947,63.92,2024,0.2527
patch_003502,1,7.5994,66.21,2016,0.9004
patch_003503,1,29.2797,55.63,2023,1.9956
patch_003504,1,49.6668,87.94,2002,0.2386
patch_003507,1,24.0681,62.41,2006,0.1846
patch_003509,1,32.8825,60.2,2001,0.2863
patch_003511,1,29.5834,52.92,2003,0.0716
patch_003512,1,15.172,81.29,2002,0.0477
patch_003513,1,27.2001,56.26,2010,0.2386
patch_003514,1,49.301,80.77,2020,0.8381
patch_003515,1,32.2396,60.06,2020,0.4236
patch_003516,1,32.5733,72.67,2005,0.0954
patch_003518,1,42.8633,55.91,2002,1.9054
patch_003519,1,58.6299,93.2,2001,0.2941
patch_003520,1,2.9348,91.73,2021,0.0
patch_003521,1,18.249,90.72,2014,0.0
patch_003531,1,8.7743,92.5,2004,0.0
patch_003532,1,49.5788,83.18,2004,0.0
patch_003533,1,63.3852,66.2,2002,0.0954
patch_003534,1,66.7895,73.18,2004,0.0
patch_003536,1,74.4012,94.45,2010,0.0716
patch_003537,1,86.2343,94.23,2004,1.2199
patch_003538,1,97.9316,94.94,2004,0.0269
patch_003539,1,80.4933,97.32,2006,0.0239
patch_003540,1,77.113,95.16,2004,0.0
patch_003541,1,52.8807,88.55,2009,0.0477
patch_003542,1,78.0221,94.66,2009,0.0
patch_003543,1,60.6024,91.02,2004,0.0239
patch_003544,1,7.533,67.07,2022,0.0954
patch_003545,1,4.0941,94.51,2004,0.0477
patch_003546,1,39.5033,92.16,2003,2.1714
patch_003547,1,23.2303,95.59,2002,0.766
patch_003548,1,67.3595,77.59,2002,0.0
patch_003552,1,5.9321,87.44,2005,1.8031
patch_003553,1,30.9248,88.7,2004,0.3846
patch_003554,1,57.0525,77.14,2002,0.674
patch_003556,1,72.9511,83.38,2005,0.309
patch_003557,1,40.0358,64.04,2018,0.0954
patch_003559,1,32.7415,61.86,2003,0.1237
patch_003560,1,69.726,75.58,2010,0.0
patch_003562,1,41.6417,68.41,2002,0.3609
patch_003563,1,45.2281,51.9,2002,0.3892
patch_003564,1,53.9315,67.96,2002,0.0696
patch_003565,1,41.6651,70.25,2002,0.0477
patch_003566,1,60.6418,81.15,2020,0.1522
patch_003568,1,36.0077,60.08,2018,0.2863
patch_003569,1,2.6313,96.21,2019,0.0
patch_003570,1,25.7068,96.42,2016,0.0269
patch_003571,1,85.5414,88.21,2002,0.0
patch_003574,1,46.8198,65.53,2003,3.7995
patch_003575,1,50.3829,92.37,2017,0.8113
patch_003576,1,64.96,99.44,2016,0.0
patch_003577,1,90.5016,99.58,2016,0.0239
patch_003578,1,71.5468,99.5,2014,0.0
patch_003579,1,67.9623,77.36,2004,0.5385
patch_003580,1,56.9935,56.08,2016,3.3791
patch_003581,1,51.4951,97.15,2006,0.3818
patch_003582,1,50.4532,94.07,2010,0.0
patch_003583,1,23.0255,92.91,2010,0.0
patch_003586,1,25.502,68.19,2003,2.6962
patch_003587,1,8.0235,93.55,2021,0.3102
patch_003588,1,20.4216,85.65,2005,4.9837
patch_003590,1,32.2951,75.08,2004,0.5971
patch_003595,1,42.3143,99.94,2020,0.0477
patch_003596,1,95.5677,99.78,2017,0.3997
patch_003597,1,92.5039,84.4,2016,14.8642
patch_003598,1,47.4956,99.77,2021,0.0477
patch_003599,1,13.7743,99.29,2022,0.0
patch_003600,1,69.7899,99.65,2017,0.0
patch_003601,1,26.1788,99.25,2017,0.0
patch_003602,1,0.0477,99.99,2002,0.0
patch_003603,0,0.0,100.0,0,0.0
patch_003604,1,0.0716,99.96,2012,0.0
patch_003605,1,0.0716,99.98,2012,0.0
patch_003606,1,0.0239,99.87,2013,0.0
patch_003607,1,0.1193,92.56,2006,0.0
patch_003608,1,17.5978,80.89,2012,0.0
patch_003609,1,54.7515,92.59,2012,0.0
patch_003610,1,71.8748,95.15,2012,0.0
patch_003611,1,1.403,96.46,2013,0.0
patch_003612,0,0.0,98.3,0,0.0
patch_003614,0,0.0,94.06,0,0.0239
patch_003615,0,0.0,91.33,0,0.0
patch_003616,0,0.0,54.8,0,0.0
patch_003617,0,0.0,63.07,0,0.0
patch_003619,1,0.0239,73.75,2002,0.0
patch_003620,1,0.0183,85.38,2002,0.0
patch_003621,1,0.0111,96.17,2002,0.0
patch_003622,0,0.0,98.05,0,0.0
patch_003623,1,0.0239,91.76,2011,0.0239
patch_003624,1,1.0801,99.63,2002,0.0239
patch_003625,1,48.4761,70.02,2002,0.7405
patch_003626,1,39.0397,70.37,2020,3.983
patch_003627,1,0.6377,94.47,2017,0.2824
patch_003628,1,13.9516,83.1,2010,0.0239
patch_003629,1,71.9435,90.89,2016,1.3124
patch_003630,1,68.0537,87.3,2016,0.0929
patch_003631,1,76.1077,73.1,2016,0.4483
patch_003632,1,70.9562,72.54,2014,0.3042
patch_003633,1,17.2669,97.02,2015,0.1193
patch_003634,1,21.6041,87.01,2024,0.0
patch_003635,0,0.0,86.64,0,0.0
patch_003636,0,0.0,90.78,0,0.0
patch_003637,0,0.0,99.04,0,0.0
patch_003638,0,0.0,98.54,0,0.0
patch_003639,1,0.0239,98.86,2012,0.0
patch_003640,0,0.0,99.79,0,0.0
patch_003641,0,0.0,99.69,0,0.0
patch_003642,0,0.0,96.79,0,0.0
patch_003643,1,0.0239,88.94,2017,0.0
patch_003644,1,0.0716,55.46,2002,0.0
patch_003645,1,0.0477,62.45,2007,0.0
patch_003646,1,0.0239,85.33,2002,0.0
patch_003647,0,0.0,98.07,0,0.0
patch_003648,1,64.0296,90.58,2002,0.1432
patch_003649,1,40.6402,75.39,2010,0.1193
patch_003650,1,58.7541,73.18,2006,0.3818
patch_003651,1,83.1038,92.22,2009,0.0716
patch_003652,1,75.8729,93.78,2003,0.0477
patch_003653,1,59.6143,86.72,2002,8.835
patch_003654,1,62.7937,89.47,2004,0.8053
patch_003655,1,75.6862,81.1,2001,0.5906
patch_003656,1,38.1543,97.46,2001,0.0955
patch_003657,0,0.0,99.36,0,0.0
patch_003658,0,0.0,99.79,0,0.0
patch_003659,0,0.0,98.86,0,0.0
patch_003660,1,0.0477,66.46,2014,0.0
patch_003661,1,9.9572,93.93,2002,0.2625
patch_003662,1,2.1598,99.41,2002,0.0299
patch_003663,0,0.0,99.89,0,0.0
patch_003664,1,0.4642,96.28,2024,0.0
patch_003665,1,2.5642,93.1,2023,0.0
patch_003666,0,0.0,99.73,0,0.0
patch_003667,1,0.3102,98.95,2022,0.0
patch_003668,1,0.5965,98.35,2009,0.0
patch_003669,1,2.8215,91.14,2002,0.0
patch_003670,1,0.0239,95.66,2005,0.0
patch_003671,1,0.0239,94.37,2017,0.0
patch_003672,0,0.0,99.56,0,0.0
patch_003673,1,0.0477,92.1,2012,0.0
patch_003674,0,0.0,95.63,0,0.0
patch_003675,1,0.6873,99.63,2020,0.0
patch_003676,1,4.1138,99.38,2020,0.0
patch_003677,0,0.0,99.63,0,0.0
patch_003678,0,0.0,99.44,0,0.0
patch_003679,0,0.0,99.55,0,0.0
patch_003680,0,0.0,99.63,0,0.0
patch_003681,0,0.0,99.71,0,0.0
patch_003682,0,0.0,99.71,0,0.0
patch_003683,0,0.0,99.75,0,0.0
patch_003684,1,0.076,99.72,2008,0.0
patch_003685,1,0.1503,99.71,2012,0.0
patch_003686,0,0.0,99.67,0,0.0
patch_003687,0,0.0,99.61,0,0.0
patch_003688,0,0.0,99.66,0,0.0
patch_003689,0,0.0,99.61,0,0.0
patch_003690,0,0.0,99.5,0,0.0
patch_003691,0,0.0,99.42,0,0.0
